State,District,Year,GDP
Odisha,NABARANGPUR,2005-06,1230.7649999999999
Odisha,NABARANGPUR,2006-07,1354.505
Odisha,NABARANGPUR,2007-08,1639.11
Odisha,NABARANGPUR,2008-09,1726.7
Odisha,NABARANGPUR,2009-10,1865.45
Odisha,NABARANGPUR,2010-11,1988.8
Odisha,NAYARGARH,1999-00,666.71
Odisha,NAYARGARH,2000-01,672.22
Odisha,NAYARGARH,2001-02,748.46
Odisha,NAYARGARH,2002-03,718.72
Odisha,NAYARGARH,2003-04,835.74
Odisha,NAYARGARH,2004-05,994.9000000000001
Odisha,NAYARGARH,2005-06,1080.48
Odisha,NAYARGARH,2006-07,1174.63
Odisha,NAYARGARH,2007-08,1397.2
Odisha,NAYARGARH,2008-09,1452.25
Odisha,NAYARGARH,2009-10,1569.83
Odisha,NAYARGARH,2010-11,1715.97
Odisha,NUAPADA,1999-00,559.62
Odisha,NUAPADA,2000-01,543.31
Odisha,NUAPADA,2001-02,613.76
Odisha,NUAPADA,2002-03,529.96
Odisha,NUAPADA,2003-04,602.32
Odisha,NUAPADA,2004-05,718.97
Odisha,NUAPADA,2005-06,779.9849999999999
Odisha,NUAPADA,2006-07,870.335
Odisha,NUAPADA,2007-08,1114.02
Odisha,NUAPADA,2008-09,1160.03
Odisha,NUAPADA,2009-10,1224.51
Odisha,NUAPADA,2010-11,1307.43
Odisha,PURI,1999-00,1435.63
Odisha,PURI,2000-01,1434.97
Odisha,PURI,2001-02,1551.45
Odisha,PURI,2002-03,1590.55
Odisha,PURI,2003-04,1806.42
Odisha,PURI,2004-05,2188.8849999999998
Odisha,PURI,2005-06,2344.205
Odisha,PURI,2006-07,2374.325
Odisha,PURI,2007-08,2792.31
Odisha,PURI,2008-09,2993.42
Odisha,PURI,2009-10,3192.05
Odisha,PURI,2010-11,3611.56
Odisha,RAYAGADA,1999-00,940.57
Odisha,RAYAGADA,2000-01,952.47
Odisha,RAYAGADA,2001-02,991.9
Odisha,RAYAGADA,2002-03,1001.15
Odisha,RAYAGADA,2003-04,1151.87
Odisha,RAYAGADA,2004-05,1442.46
Odisha,RAYAGADA,2005-06,1432.155
Odisha,RAYAGADA,2006-07,1640.405
Odisha,RAYAGADA,2007-08,2103.41
Odisha,RAYAGADA,2008-09,2263.61
Odisha,RAYAGADA,2009-10,2400.93
Odisha,RAYAGADA,2010-11,2453.56
Odisha,SAMBALPUR,1999-00,1505.6
Odisha,SAMBALPUR,2000-01,1389.54
Odisha,SAMBALPUR,2001-02,1491.24
Odisha,SAMBALPUR,2002-03,1417.9
Odisha,SAMBALPUR,2003-04,1606.64
Odisha,SAMBALPUR,2004-05,2147.885
Odisha,SAMBALPUR,2005-06,2374.395
Odisha,SAMBALPUR,2006-07,2639.74
Odisha,SAMBALPUR,2007-08,3403.93
Odisha,SAMBALPUR,2008-09,3708.4
Odisha,SAMBALPUR,2009-10,3773.39
Odisha,SAMBALPUR,2010-11,4032.14
Odisha,SONAPUR,1999-00,494.2
Odisha,SONAPUR,2000-01,480.27
Odisha,SONAPUR,2001-02,532.94
Odisha,SONAPUR,2002-03,459.34
Odisha,SONAPUR,2003-04,511.79
Odisha,SONAPUR,2004-05,574.89
Odisha,SONAPUR,2005-06,627.03
Odisha,SONAPUR,2006-07,719.56
Odisha,SUBARNAPUR,2004-05,758.91
Odisha,SUBARNAPUR,2005-06,814.43
Odisha,SUBARNAPUR,2006-07,910.35
Odisha,SUBARNAPUR,2007-08,950.12
Odisha,SUBARNAPUR,2008-09,1022.81
Odisha,SUBARNAPUR,2009-10,1147.79
Odisha,SUBARNAPUR,2010-11,1262.03
Odisha,SUNDARGARH,1999-00,3123.19
Odisha,SUNDARGARH,2000-01,2918.74
Odisha,SUNDARGARH,2001-02,2554.61
Odisha,SUNDARGARH,2002-03,2948.41
Odisha,SUNDARGARH,2003-04,3344.25
Odisha,SUNDARGARH,2004-05,4925.6
Odisha,SUNDARGARH,2005-06,5517.915
Odisha,SUNDARGARH,2006-07,6796.924999999999
Odisha,SUNDARGARH,2007-08,9041.56
Odisha,SUNDARGARH,2008-09,10052.23
Odisha,SUNDARGARH,2009-10,10106.47
Odisha,SUNDARGARH,2010-11,10687.26
Punjab,AMRITSAR,1999-00,7705.34
Punjab,AMRITSAR,2000-01,8112.76
Punjab,AMRITSAR,2001-02,8377.52
Punjab,AMRITSAR,2002-03,8621.1
Punjab,AMRITSAR,2003-04,8988.86
Punjab,AMRITSAR,2004-05,10452.985
Punjab,AMRITSAR,2005-06,10840.285
Punjab,AMRITSAR,2006-07,8981.87
Punjab,AMRITSAR,2007-08,9180.55
Punjab,AMRITSAR,2008-09,9852.47
Punjab,AMRITSAR,2009-10,10336.89
Punjab,AMRITSAR,2010-11,11007.71
Punjab,BARNALA,2007-08,2556.9
Punjab,BARNALA,2008-09,2672.95
Punjab,BARNALA,2009-10,2899.72
Punjab,BARNALA,2010-11,3135.59
Punjab,BATHINDA,1999-00,2995.47
Punjab,BATHINDA,2000-01,3238.06
Punjab,BATHINDA,2001-02,3012.85
Punjab,BATHINDA,2002-03,3197.63
Punjab,BATHINDA,2003-04,3425.79
Punjab,BATHINDA,2004-05,3966.0
Punjab,BATHINDA,2005-06,4187.0
Punjab,BATHINDA,2006-07,5022.93
Punjab,BATHINDA,2007-08,5382.3
Punjab,BATHINDA,2008-09,5652.0
Punjab,BATHINDA,2009-10,5861.84
Punjab,BATHINDA,2010-11,6219.51
Punjab,FARIDKOT,1999-00,1577.58
Punjab,FARIDKOT,2000-01,1633.15
Punjab,FARIDKOT,2001-02,1632.17
Punjab,FARIDKOT,2002-03,1647.02
Punjab,FARIDKOT,2003-04,1750.01
Punjab,FARIDKOT,2004-05,2001.8049999999998
Punjab,FARIDKOT,2005-06,2127.145
Punjab,FARIDKOT,2006-07,2518.82
Punjab,FARIDKOT,2007-08,2635.99
Punjab,FARIDKOT,2008-09,2872.69
Punjab,FARIDKOT,2009-10,2923.95
Punjab,FARIDKOT,2010-11,3106.93
Punjab,FATEHGARH SAHIB,1999-00,1880.52
Punjab,FATEHGARH SAHIB,2000-01,1783.88
Punjab,FATEHGARH SAHIB,2001-02,1866.76
Punjab,FATEHGARH SAHIB,2002-03,1863.43
Punjab,FATEHGARH SAHIB,2003-04,2004.67
Punjab,FATEHGARH SAHIB,2004-05,2288.05
Punjab,FATEHGARH SAHIB,2005-06,2397.87
Punjab,FATEHGARH SAHIB,2006-07,2833.05
Punjab,FATEHGARH SAHIB,2007-08,3134.46
Punjab,FATEHGARH SAHIB,2008-09,3238.95
Punjab,FATEHGARH SAHIB,2009-10,3846.3
Punjab,FATEHGARH SAHIB,2010-11,3626.08
Punjab,FIROZPUR,1999-00,4847.81
Punjab,FIROZPUR,2000-01,4783.22
Punjab,FIROZPUR,2001-02,4717.66
Punjab,FIROZPUR,2002-03,4754.13
Punjab,FIROZPUR,2003-04,5244.09
Punjab,FIROZPUR,2004-05,5828.15
Punjab,FIROZPUR,2005-06,6188.355
Punjab,FIROZPUR,2006-07,7139.2
Punjab,FIROZPUR,2007-08,7475.28
Punjab,FIROZPUR,2008-09,8018.61
Punjab,FIROZPUR,2009-10,8257.24
Punjab,FIROZPUR,2010-11,8723.99
Punjab,GURDASPUR,1999-00,4701.19
Punjab,GURDASPUR,2000-01,4961.99
Punjab,GURDASPUR,2001-02,5067.39
Punjab,GURDASPUR,2002-03,5056.29
Punjab,GURDASPUR,2003-04,5429.78
Punjab,GURDASPUR,2004-05,6117.52
Punjab,GURDASPUR,2005-06,6592.795
Punjab,GURDASPUR,2006-07,7746.25
Punjab,GURDASPUR,2007-08,8309.82
Punjab,GURDASPUR,2008-09,8881.57
Punjab,GURDASPUR,2009-10,9175.19
Punjab,GURDASPUR,2010-11,10031.55
Punjab,HOSHIARPUR,1999-00,3530.46
Punjab,HOSHIARPUR,2000-01,3530.85
Punjab,HOSHIARPUR,2001-02,3712.09
Punjab,HOSHIARPUR,2002-03,3796.03
Punjab,HOSHIARPUR,2003-04,4029.1
Punjab,HOSHIARPUR,2004-05,4762.514999999999
Punjab,HOSHIARPUR,2005-06,5027.79
Punjab,HOSHIARPUR,2006-07,6128.27
Punjab,HOSHIARPUR,2007-08,6668.07
Punjab,HOSHIARPUR,2008-09,7214.77
Punjab,HOSHIARPUR,2009-10,7657.78
Punjab,HOSHIARPUR,2010-11,8781.48
Punjab,JALANDHAR,1999-00,5998.73
Punjab,JALANDHAR,2000-01,5727.68
Punjab,JALANDHAR,2001-02,5947.38
Punjab,JALANDHAR,2002-03,6181.97
Punjab,JALANDHAR,2003-04,6468.56
Punjab,JALANDHAR,2004-05,7603.610000000001
Punjab,JALANDHAR,2005-06,8127.375
Punjab,JALANDHAR,2006-07,9793.23
Punjab,JALANDHAR,2007-08,10886.22
Punjab,JALANDHAR,2008-09,11454.1
Punjab,JALANDHAR,2009-10,12038.45
Punjab,JALANDHAR,2010-11,13156.77
Punjab,KAPURTHALA,1999-00,2187.0
Punjab,KAPURTHALA,2000-01,2388.6
Punjab,KAPURTHALA,2001-02,2319.55
Punjab,KAPURTHALA,2002-03,2394.54
Punjab,KAPURTHALA,2003-04,2532.68
Punjab,KAPURTHALA,2004-05,2897.61
Punjab,KAPURTHALA,2005-06,3091.425
Punjab,KAPURTHALA,2006-07,3639.59
Punjab,KAPURTHALA,2007-08,3927.22
Punjab,KAPURTHALA,2008-09,4199.44
Punjab,KAPURTHALA,2009-10,4511.66
Punjab,KAPURTHALA,2010-11,4888.89
Punjab,LUDHIANA,1999-00,9529.69
Punjab,LUDHIANA,2000-01,10189.75
Punjab,LUDHIANA,2001-02,10582.77
Punjab,LUDHIANA,2002-03,10843.44
Punjab,LUDHIANA,2003-04,11627.96
Punjab,LUDHIANA,2004-05,13499.244999999999
Punjab,LUDHIANA,2005-06,14507.345000000001
Punjab,LUDHIANA,2006-07,17821.23
Punjab,LUDHIANA,2007-08,19834.3
Punjab,LUDHIANA,2008-09,20983.13
Punjab,LUDHIANA,2009-10,22192.67
Punjab,LUDHIANA,2010-11,23449.15
Punjab,MANSA,1999-00,1652.84
Punjab,MANSA,2000-01,1694.06
Punjab,MANSA,2001-02,1625.93
Punjab,MANSA,2002-03,1721.91
Punjab,MANSA,2003-04,1883.56
Punjab,MANSA,2004-05,2157.4700000000003
Punjab,MANSA,2005-06,2275.4049999999997
Punjab,MANSA,2006-07,2699.76
Punjab,MANSA,2007-08,2825.13
Punjab,MANSA,2008-09,2950.38
Punjab,MANSA,2009-10,3283.43
Punjab,MANSA,2010-11,3446.66
Punjab,MOGA,1999-00,2405.26
Punjab,MOGA,2000-01,2999.39
Punjab,MOGA,2001-02,3139.47
Punjab,MOGA,2002-03,3180.82
Punjab,MOGA,2003-04,3403.55
Punjab,MOGA,2004-05,3820.74
Punjab,MOGA,2005-06,3874.7349999999997
Punjab,MOGA,2006-07,4753.32
Punjab,MOGA,2007-08,5442.48
Punjab,MOGA,2008-09,5749.6
Punjab,MOGA,2009-10,6358.98
Punjab,MOGA,2010-11,6668.45
Punjab,MUKATSAR,1999-00,1881.46
Punjab,MUKATSAR,2000-01,1939.7
Punjab,MUKATSAR,2001-02,1983.29
Punjab,MUKATSAR,2002-03,2042.61
Punjab,MUKATSAR,2003-04,2204.68
Punjab,MUKATSAR,2004-05,2566.045
Punjab,MUKATSAR,2005-06,2752.0649999999996
Punjab,MUKATSAR,2006-07,3230.78
Punjab,MUKATSAR,2007-08,3458.68
Punjab,MUKATSAR,2008-09,3681.45
Punjab,MUKATSAR,2009-10,4132.23
Punjab,MUKATSAR,2010-11,4069.58
Punjab,PATIALA,1999-00,5425.62
Punjab,PATIALA,2000-01,5654.84
Punjab,PATIALA,2001-02,5809.21
Punjab,PATIALA,2002-03,5867.92
Punjab,PATIALA,2003-04,6044.96
Punjab,PATIALA,2004-05,6902.165
Punjab,PATIALA,2005-06,7467.51
Punjab,PATIALA,2006-07,8153.59
Punjab,PATIALA,2007-08,8444.64
Punjab,PATIALA,2008-09,8885.14
Punjab,PATIALA,2009-10,9181.04
Punjab,PATIALA,2010-11,9895.49
Punjab,ROOPNAGAR,1999-00,3184.72
Punjab,ROOPNAGAR,2000-01,3175.94
Punjab,ROOPNAGAR,2001-02,3361.79
Punjab,ROOPNAGAR,2002-03,3431.72
Punjab,ROOPNAGAR,2003-04,3323.07
Punjab,ROOPNAGAR,2004-05,3893.855
Punjab,ROOPNAGAR,2005-06,4088.1400000000003
Punjab,ROOPNAGAR,2006-07,2932.69
Punjab,ROOPNAGAR,2007-08,3224.63
Punjab,ROOPNAGAR,2008-09,3445.99
Punjab,ROOPNAGAR,2009-10,3540.5
Punjab,ROOPNAGAR,2010-11,3757.61
Punjab,SAHIBZADA AJIT SINGH NAGAR,2004-05,0.0
Punjab,SAHIBZADA AJIT SINGH NAGAR,2005-06,0.0
Punjab,SAHIBZADA AJIT SINGH NAGAR,2006-07,2987.57
Punjab,SAHIBZADA AJIT SINGH NAGAR,2007-08,3838.86
Punjab,SAHIBZADA AJIT SINGH NAGAR,2008-09,4144.49
Punjab,SAHIBZADA AJIT SINGH NAGAR,2009-10,4801.95
Punjab,SAHIBZADA AJIT SINGH NAGAR,2010-11,4933.86
Punjab,SANGRUR,1999-00,5800.01
Punjab,SANGRUR,2000-01,6024.13
Punjab,SANGRUR,2001-02,6068.97
Punjab,SANGRUR,2002-03,6510.2
Punjab,SANGRUR,2003-04,6662.35
Punjab,SANGRUR,2004-05,7614.85
Punjab,SANGRUR,2005-06,7883.4
Punjab,SANGRUR,2006-07,9443.17
Punjab,SANGRUR,2007-08,7700.74
Punjab,SANGRUR,2008-09,7925.18
Punjab,SANGRUR,2009-10,8369.99
Punjab,SANGRUR,2010-11,8902.16
Punjab,SHAHID BHAGAT SINGH NAGAR,1999-00,1872.53
Punjab,SHAHID BHAGAT SINGH NAGAR,2000-01,1998.16
Punjab,SHAHID BHAGAT SINGH NAGAR,2001-02,1948.85
Punjab,SHAHID BHAGAT SINGH NAGAR,2002-03,2061.62
Punjab,SHAHID BHAGAT SINGH NAGAR,2003-04,2188.24
Punjab,SHAHID BHAGAT SINGH NAGAR,2004-05,2661.335
Punjab,SHAHID BHAGAT SINGH NAGAR,2005-06,2714.035
Punjab,SHAHID BHAGAT SINGH NAGAR,2006-07,3363.81
Punjab,SHAHID BHAGAT SINGH NAGAR,2007-08,3807.95
Punjab,SHAHID BHAGAT SINGH NAGAR,2008-09,3972.64
Punjab,SHAHID BHAGAT SINGH NAGAR,2009-10,4518.05
Punjab,SHAHID BHAGAT SINGH NAGAR,2010-11,4721.48
Punjab,TARAN TARN,2004-05,0.0
Punjab,TARAN TARN,2005-06,0.0
Punjab,TARAN TARN,2006-07,3808.25
Punjab,TARAN TARN,2007-08,4489.02
Punjab,TARAN TARN,2008-09,4635.21
Punjab,TARAN TARN,2009-10,4748.6
Punjab,TARAN TARN,2010-11,5147.18
Rajasthan,AJMER,1999-00,3603.13
Rajasthan,AJMER,2000-01,3557.59
Rajasthan,AJMER,2001-02,3773.3
Rajasthan,AJMER,2002-03,3610.96
Rajasthan,AJMER,2003-04,4025.96
Rajasthan,AJMER,2004-05,4879.46
Rajasthan,AJMER,2005-06,5524.945
Rajasthan,AJMER,2006-07,7561.85
Rajasthan,AJMER,2007-08,8010.04
Rajasthan,AJMER,2008-09,8153.69
Rajasthan,AJMER,2009-10,8792.26
Rajasthan,ALWAR,1999-00,5328.11
Rajasthan,ALWAR,2000-01,5202.12
Rajasthan,ALWAR,2001-02,5121.21
Rajasthan,ALWAR,2002-03,5036.95
Rajasthan,ALWAR,2003-04,6205.95
Rajasthan,ALWAR,2004-05,7021.9400000000005
Rajasthan,ALWAR,2005-06,7184.639999999999
Rajasthan,ALWAR,2006-07,9045.13
Rajasthan,ALWAR,2007-08,9357.61
Rajasthan,ALWAR,2008-09,11010.98
Rajasthan,ALWAR,2009-10,12190.1
Rajasthan,BANSWARA,1999-00,1545.24
Rajasthan,BANSWARA,2000-01,1426.43
Rajasthan,BANSWARA,2001-02,1612.06
Rajasthan,BANSWARA,2002-03,1590.35
Rajasthan,BANSWARA,2003-04,1900.79
Rajasthan,BANSWARA,2004-05,2144.51
Rajasthan,BANSWARA,2005-06,2180.0950000000003
Rajasthan,BANSWARA,2006-07,2365.84
Rajasthan,BANSWARA,2007-08,2666.99
Rajasthan,BANSWARA,2008-09,2546.75
Rajasthan,BANSWARA,2009-10,2679.39
Rajasthan,BARAN,1999-00,1445.68
Rajasthan,BARAN,2000-01,1535.96
Rajasthan,BARAN,2001-02,1765.86
Rajasthan,BARAN,2002-03,1273.1
Rajasthan,BARAN,2003-04,2112.84
Rajasthan,BARAN,2004-05,2425.52
Rajasthan,BARAN,2005-06,2595.82
Rajasthan,BARAN,2006-07,2842.88
Rajasthan,BARAN,2007-08,3121.79
Rajasthan,BARAN,2008-09,3159.01
Rajasthan,BARAN,2009-10,3369.6
Rajasthan,BARMER,1999-00,1838.21
Rajasthan,BARMER,2000-01,2148.01
Rajasthan,BARMER,2001-02,2537.06
Rajasthan,BARMER,2002-03,2089.29
Rajasthan,BARMER,2003-04,3276.78
Rajasthan,BARMER,2004-05,2878.8999999999996
Rajasthan,BARMER,2005-06,3006.5299999999997
Rajasthan,BARMER,2006-07,3805.29
Rajasthan,BARMER,2007-08,4039.9
Rajasthan,BARMER,2008-09,4468.92
Rajasthan,BARMER,2009-10,4852.46
Rajasthan,BHARATPUR,1999-00,2577.87
Rajasthan,BHARATPUR,2000-01,2761.71
Rajasthan,BHARATPUR,2001-02,2732.38
Rajasthan,BHARATPUR,2002-03,2350.1
Rajasthan,BHARATPUR,2003-04,3194.5
Rajasthan,BHARATPUR,2004-05,3306.705
Rajasthan,BHARATPUR,2005-06,3567.125
Rajasthan,BHARATPUR,2006-07,4350.16
Rajasthan,BHARATPUR,2007-08,4382.61
Rajasthan,BHARATPUR,2008-09,4668.91
Rajasthan,BHARATPUR,2009-10,5130.27
Rajasthan,BHILWARA,1999-00,4078.49
Rajasthan,BHILWARA,2000-01,3730.08
Rajasthan,BHILWARA,2001-02,3602.57
Rajasthan,BHILWARA,2002-03,3677.47
Rajasthan,BHILWARA,2003-04,4830.38
Rajasthan,BHILWARA,2004-05,5505.505
Rajasthan,BHILWARA,2005-06,5265.65
Rajasthan,BHILWARA,2006-07,7552.83
Rajasthan,BHILWARA,2007-08,7625.84
Rajasthan,BHILWARA,2008-09,8628.0
Rajasthan,BHILWARA,2009-10,9305.08
Rajasthan,BIKANER,1999-00,2916.73
Rajasthan,BIKANER,2000-01,2996.26
Rajasthan,BIKANER,2001-02,3558.81
Rajasthan,BIKANER,2002-03,2483.24
Rajasthan,BIKANER,2003-04,4228.45
Rajasthan,BIKANER,2004-05,3851.3099999999995
Rajasthan,BIKANER,2005-06,3779.955
Rajasthan,BIKANER,2006-07,4467.51
Rajasthan,BIKANER,2007-08,4843.96
Rajasthan,BIKANER,2008-09,5592.95
Rajasthan,BIKANER,2009-10,5624.78
Rajasthan,BUNDI,1999-00,1592.08
Rajasthan,BUNDI,2000-01,1424.62
Rajasthan,BUNDI,2001-02,1633.59
Rajasthan,BUNDI,2002-03,1333.77
Rajasthan,BUNDI,2003-04,1866.58
Rajasthan,BUNDI,2004-05,2105.47
Rajasthan,BUNDI,2005-06,2313.0150000000003
Rajasthan,BUNDI,2006-07,2754.59
Rajasthan,BUNDI,2007-08,2820.98
Rajasthan,BUNDI,2008-09,2989.32
Rajasthan,BUNDI,2009-10,3093.32
Rajasthan,CHITTORGARH,1999-00,2755.2
Rajasthan,CHITTORGARH,2000-01,2305.76
Rajasthan,CHITTORGARH,2001-02,2825.53
Rajasthan,CHITTORGARH,2002-03,2491.63
Rajasthan,CHITTORGARH,2003-04,3110.16
Rajasthan,CHITTORGARH,2004-05,3623.01
Rajasthan,CHITTORGARH,2005-06,3901.195
Rajasthan,CHITTORGARH,2006-07,4834.47
Rajasthan,CHITTORGARH,2007-08,4718.41
Rajasthan,CHITTORGARH,2008-09,4008.91
Rajasthan,CHITTORGARH,2009-10,4072.68
Rajasthan,CHURU,1999-00,1707.11
Rajasthan,CHURU,2000-01,1708.74
Rajasthan,CHURU,2001-02,2023.56
Rajasthan,CHURU,2002-03,1690.32
Rajasthan,CHURU,2003-04,2502.07
Rajasthan,CHURU,2004-05,2490.0550000000003
Rajasthan,CHURU,2005-06,2556.835
Rajasthan,CHURU,2006-07,3078.22
Rajasthan,CHURU,2007-08,3432.66
Rajasthan,CHURU,2008-09,3882.68
Rajasthan,CHURU,2009-10,3699.19
Rajasthan,DAUSA,1999-00,1444.88
Rajasthan,DAUSA,2000-01,1464.15
Rajasthan,DAUSA,2001-02,1653.98
Rajasthan,DAUSA,2002-03,1486.94
Rajasthan,DAUSA,2003-04,1944.27
Rajasthan,DAUSA,2004-05,1843.8249999999998
Rajasthan,DAUSA,2005-06,1966.82
Rajasthan,DAUSA,2006-07,2306.14
Rajasthan,DAUSA,2007-08,2443.27
Rajasthan,DAUSA,2008-09,2622.49
Rajasthan,DAUSA,2009-10,2835.0
Rajasthan,DHOLPUR,1999-00,932.3
Rajasthan,DHOLPUR,2000-01,856.36
Rajasthan,DHOLPUR,2001-02,1045.83
Rajasthan,DHOLPUR,2002-03,1027.0
Rajasthan,DHOLPUR,2003-04,1226.14
Rajasthan,DHOLPUR,2004-05,1360.505
Rajasthan,DHOLPUR,2005-06,1399.23
Rajasthan,DHOLPUR,2006-07,1569.34
Rajasthan,DHOLPUR,2007-08,1621.13
Rajasthan,DHOLPUR,2008-09,1742.02
Rajasthan,DHOLPUR,2009-10,1887.26
Rajasthan,DUNGARPUR,1999-00,1196.87
Rajasthan,DUNGARPUR,2000-01,1134.25
Rajasthan,DUNGARPUR,2001-02,1212.21
Rajasthan,DUNGARPUR,2002-03,1191.41
Rajasthan,DUNGARPUR,2003-04,1419.13
Rajasthan,DUNGARPUR,2004-05,1642.76
Rajasthan,DUNGARPUR,2005-06,1686.595
Rajasthan,DUNGARPUR,2006-07,2049.5
Rajasthan,DUNGARPUR,2007-08,2265.93
Rajasthan,DUNGARPUR,2008-09,2224.78
Rajasthan,DUNGARPUR,2009-10,2409.72
Rajasthan,GANGA NAGAR,1999-00,3924.02
Rajasthan,GANGA NAGAR,2000-01,3601.29
Rajasthan,GANGA NAGAR,2001-02,3581.17
Rajasthan,GANGA NAGAR,2002-03,3312.13
Rajasthan,GANGA NAGAR,2003-04,4376.5
Rajasthan,GANGA NAGAR,2004-05,4339.675
Rajasthan,GANGA NAGAR,2005-06,4833.504999999999
Rajasthan,GANGA NAGAR,2006-07,5627.78
Rajasthan,GANGA NAGAR,2007-08,5489.89
Rajasthan,GANGA NAGAR,2008-09,7063.89
Rajasthan,GANGA NAGAR,2009-10,6903.61
Rajasthan,HANUMANGARH,1999-00,2577.36
Rajasthan,HANUMANGARH,2000-01,2486.45
Rajasthan,HANUMANGARH,2001-02,2649.49
Rajasthan,HANUMANGARH,2002-03,2347.1
Rajasthan,HANUMANGARH,2003-04,3475.59
Rajasthan,HANUMANGARH,2004-05,3330.3050000000003
Rajasthan,HANUMANGARH,2005-06,3804.4449999999997
Rajasthan,HANUMANGARH,2006-07,4340.83
Rajasthan,HANUMANGARH,2007-08,4667.09
Rajasthan,HANUMANGARH,2008-09,4931.21
Rajasthan,HANUMANGARH,2009-10,4757.89
Rajasthan,JAIPUR,1999-00,10277.44
Rajasthan,JAIPUR,2000-01,10003.54
Rajasthan,JAIPUR,2001-02,11293.67
Rajasthan,JAIPUR,2002-03,10895.72
Rajasthan,JAIPUR,2003-04,12332.81
Rajasthan,JAIPUR,2004-05,15190.4
Rajasthan,JAIPUR,2005-06,16958.29
Rajasthan,JAIPUR,2006-07,22409.17
Rajasthan,JAIPUR,2007-08,23747.2
Rajasthan,JAIPUR,2008-09,26809.71
Rajasthan,JAIPUR,2009-10,30326.08
Rajasthan,JAISALMER,1999-00,693.56
Rajasthan,JAISALMER,2000-01,778.41
Rajasthan,JAISALMER,2001-02,872.87
Rajasthan,JAISALMER,2002-03,734.99
Rajasthan,JAISALMER,2003-04,992.49
Rajasthan,JAISALMER,2004-05,1015.07
Rajasthan,JAISALMER,2005-06,1491.65
Rajasthan,JAISALMER,2006-07,1367.18
Rajasthan,JAISALMER,2007-08,1441.14
Rajasthan,JAISALMER,2008-09,1630.64
Rajasthan,JAISALMER,2009-10,1761.05
Rajasthan,JALORE,1999-00,1626.85
Rajasthan,JALORE,2000-01,1599.11
Rajasthan,JALORE,2001-02,2238.86
Rajasthan,JALORE,2002-03,1694.58
Rajasthan,JALORE,2003-04,2481.25
Rajasthan,JALORE,2004-05,2287.705
Rajasthan,JALORE,2005-06,2371.745
Rajasthan,JALORE,2006-07,2964.91
Rajasthan,JALORE,2007-08,3125.44
Rajasthan,JALORE,2008-09,3039.47
Rajasthan,JALORE,2009-10,3348.14
Rajasthan,JHALAWAR,1999-00,1688.1
Rajasthan,JHALAWAR,2000-01,1468.04
Rajasthan,JHALAWAR,2001-02,1660.32
Rajasthan,JHALAWAR,2002-03,1398.6
Rajasthan,JHALAWAR,2003-04,2035.22
Rajasthan,JHALAWAR,2004-05,2319.725
Rajasthan,JHALAWAR,2005-06,2242.575
Rajasthan,JHALAWAR,2006-07,2791.86
Rajasthan,JHALAWAR,2007-08,2718.78
Rajasthan,JHALAWAR,2008-09,3094.12
Rajasthan,JHALAWAR,2009-10,3308.28
Rajasthan,JHUNJHUNU,1999-00,2239.82
Rajasthan,JHUNJHUNU,2000-01,2334.51
Rajasthan,JHUNJHUNU,2001-02,2564.17
Rajasthan,JHUNJHUNU,2002-03,2341.29
Rajasthan,JHUNJHUNU,2003-04,2904.57
Rajasthan,JHUNJHUNU,2004-05,3138.215
Rajasthan,JHUNJHUNU,2005-06,3303.545
Rajasthan,JHUNJHUNU,2006-07,3888.43
Rajasthan,JHUNJHUNU,2007-08,3951.56
Rajasthan,JHUNJHUNU,2008-09,4488.61
Rajasthan,JHUNJHUNU,2009-10,4631.06
Rajasthan,JODHPUR,1999-00,4149.81
Rajasthan,JODHPUR,2000-01,4203.27
Rajasthan,JODHPUR,2001-02,4981.49
Rajasthan,JODHPUR,2002-03,4454.96
Rajasthan,JODHPUR,2003-04,5618.11
Rajasthan,JODHPUR,2004-05,6074.465
Rajasthan,JODHPUR,2005-06,6647.575
Rajasthan,JODHPUR,2006-07,8252.85
Rajasthan,JODHPUR,2007-08,9028.95
Rajasthan,JODHPUR,2008-09,9286.78
Rajasthan,JODHPUR,2009-10,10175.58
Rajasthan,KARAULI,1999-00,1367.76
Rajasthan,KARAULI,2000-01,1242.75
Rajasthan,KARAULI,2001-02,1401.0
Rajasthan,KARAULI,2002-03,1315.13
Rajasthan,KARAULI,2003-04,1771.38
Rajasthan,KARAULI,2004-05,2007.005
Rajasthan,KARAULI,2005-06,2076.075
Rajasthan,KARAULI,2006-07,2550.77
Rajasthan,KARAULI,2007-08,2726.71
Rajasthan,KARAULI,2008-09,2903.22
Rajasthan,KARAULI,2009-10,3133.96
Rajasthan,KOTA,1999-00,3010.13
Rajasthan,KOTA,2000-01,2961.98
Rajasthan,KOTA,2001-02,3131.29
Rajasthan,KOTA,2002-03,2960.37
Rajasthan,KOTA,2003-04,3766.44
Rajasthan,KOTA,2004-05,4157.465
Rajasthan,KOTA,2005-06,4433.1900000000005
Rajasthan,KOTA,2006-07,5205.05
Rajasthan,KOTA,2007-08,5751.7
Rajasthan,KOTA,2008-09,6009.68
Rajasthan,KOTA,2009-10,6442.9
Rajasthan,NAGAUR,1999-00,2922.0
Rajasthan,NAGAUR,2000-01,3181.28
Rajasthan,NAGAUR,2001-02,3579.13
Rajasthan,NAGAUR,2002-03,3028.29
Rajasthan,NAGAUR,2003-04,4328.91
