State,District,Year,GDP
HimachalPradesh,LAHAUL AND SPITI,2004-05,276.24
HimachalPradesh,LAHAUL AND SPITI,2005-06,245.12
HimachalPradesh,MANDI,1999-00,1580.79
HimachalPradesh,MANDI,2000-01,1686.36
HimachalPradesh,MANDI,2001-02,1826.84
HimachalPradesh,MANDI,2002-03,1873.12
HimachalPradesh,MANDI,2003-04,2035.78
HimachalPradesh,MANDI,2004-05,2114.2
HimachalPradesh,MANDI,2005-06,2331.19
HimachalPradesh,SHIMLA,1999-00,1852.85
HimachalPradesh,SHIMLA,2000-01,2145.69
HimachalPradesh,SHIMLA,2001-02,2075.92
HimachalPradesh,SHIMLA,2002-03,2284.74
HimachalPradesh,SHIMLA,2003-04,2636.34
HimachalPradesh,SHIMLA,2004-05,2753.64
HimachalPradesh,SHIMLA,2005-06,2897.8
HimachalPradesh,SIRMAUR,1999-00,1097.2
HimachalPradesh,SIRMAUR,2000-01,1134.1
HimachalPradesh,SIRMAUR,2001-02,1170.13
HimachalPradesh,SIRMAUR,2002-03,1228.7
HimachalPradesh,SIRMAUR,2003-04,1235.46
HimachalPradesh,SIRMAUR,2004-05,1344.97
HimachalPradesh,SIRMAUR,2005-06,1500.45
HimachalPradesh,SOLAN,1999-00,2056.52
HimachalPradesh,SOLAN,2000-01,2238.28
HimachalPradesh,SOLAN,2001-02,2354.29
HimachalPradesh,SOLAN,2002-03,2479.69
HimachalPradesh,SOLAN,2003-04,2654.42
HimachalPradesh,SOLAN,2004-05,2903.36
HimachalPradesh,SOLAN,2005-06,3132.95
HimachalPradesh,UNA,1999-00,1016.29
HimachalPradesh,UNA,2000-01,1026.89
HimachalPradesh,UNA,2001-02,1067.02
HimachalPradesh,UNA,2002-03,1162.82
HimachalPradesh,UNA,2003-04,1185.02
HimachalPradesh,UNA,2004-05,1248.89
HimachalPradesh,UNA,2005-06,1422.3
Jharkhand,BOKARO,1999-00,2546.86
Jharkhand,BOKARO,2000-01,2244.83
Jharkhand,BOKARO,2001-02,2268.1
Jharkhand,BOKARO,2002-03,2440.12
Jharkhand,BOKARO,2003-04,2640.51
Jharkhand,BOKARO,2004-05,3052.49
Jharkhand,BOKARO,2005-06,3209.26
Jharkhand,CHATRA,1999-00,660.17
Jharkhand,CHATRA,2000-01,584.92
Jharkhand,CHATRA,2001-02,648.8
Jharkhand,CHATRA,2002-03,667.74
Jharkhand,CHATRA,2003-04,727.23
Jharkhand,CHATRA,2004-05,827.53
Jharkhand,CHATRA,2005-06,828.37
Jharkhand,DEOGHAR,1999-00,1476.11
Jharkhand,DEOGHAR,2000-01,1238.89
Jharkhand,DEOGHAR,2001-02,1290.39
Jharkhand,DEOGHAR,2002-03,1408.64
Jharkhand,DEOGHAR,2003-04,1506.02
Jharkhand,DEOGHAR,2004-05,1759.43
Jharkhand,DEOGHAR,2005-06,1848.34
Jharkhand,DHANBAD,1999-00,4651.78
Jharkhand,DHANBAD,2000-01,4432.27
Jharkhand,DHANBAD,2001-02,4446.98
Jharkhand,DHANBAD,2002-03,4574.89
Jharkhand,DHANBAD,2003-04,4869.53
Jharkhand,DHANBAD,2004-05,5637.78
Jharkhand,DHANBAD,2005-06,5900.29
Jharkhand,DUMKA,1999-00,1763.49
Jharkhand,DUMKA,2000-01,1551.05
Jharkhand,DUMKA,2001-02,1727.25
Jharkhand,DUMKA,2002-03,1109.4
Jharkhand,DUMKA,2003-04,1183.98
Jharkhand,DUMKA,2004-05,1372.81
Jharkhand,DUMKA,2005-06,1369.97
Jharkhand,GARHWA,1999-00,737.14
Jharkhand,GARHWA,2000-01,658.33
Jharkhand,GARHWA,2001-02,725.57
Jharkhand,GARHWA,2002-03,737.17
Jharkhand,GARHWA,2003-04,790.11
Jharkhand,GARHWA,2004-05,908.33
Jharkhand,GARHWA,2005-06,901.06
Jharkhand,GIRIDIH,1999-00,1621.99
Jharkhand,GIRIDIH,2000-01,1457.06
Jharkhand,GIRIDIH,2001-02,1549.98
Jharkhand,GIRIDIH,2002-03,1599.86
Jharkhand,GIRIDIH,2003-04,1715.42
Jharkhand,GIRIDIH,2004-05,2010.66
Jharkhand,GIRIDIH,2005-06,2081.29
Jharkhand,GODDA,1999-00,887.02
Jharkhand,GODDA,2000-01,775.58
Jharkhand,GODDA,2001-02,850.18
Jharkhand,GODDA,2002-03,864.27
Jharkhand,GODDA,2003-04,913.82
Jharkhand,GODDA,2004-05,1064.07
Jharkhand,GODDA,2005-06,1077.61
Jharkhand,GUMLA,1999-00,1427.24
Jharkhand,GUMLA,2000-01,1301.02
Jharkhand,GUMLA,2001-02,1544.44
Jharkhand,GUMLA,2002-03,916.72
Jharkhand,GUMLA,2003-04,967.32
Jharkhand,GUMLA,2004-05,1102.74
Jharkhand,GUMLA,2005-06,1032.89
Jharkhand,HAZARIBAGH,1999-00,3086.78
Jharkhand,HAZARIBAGH,2000-01,2933.92
Jharkhand,HAZARIBAGH,2001-02,3071.7
Jharkhand,HAZARIBAGH,2002-03,3050.31
Jharkhand,HAZARIBAGH,2003-04,3293.85
Jharkhand,HAZARIBAGH,2004-05,3773.06
Jharkhand,HAZARIBAGH,2005-06,3832.47
Jharkhand,JAMTARA,2002-03,617.82
Jharkhand,JAMTARA,2003-04,665.17
Jharkhand,JAMTARA,2004-05,768.77
Jharkhand,JAMTARA,2005-06,776.3
Jharkhand,KODERMA,1999-00,588.83
Jharkhand,KODERMA,2000-01,543.46
Jharkhand,KODERMA,2001-02,570.85
Jharkhand,KODERMA,2002-03,584.32
Jharkhand,KODERMA,2003-04,627.43
Jharkhand,KODERMA,2004-05,736.34
Jharkhand,KODERMA,2005-06,759.17
Jharkhand,LATEHAR,2002-03,551.15
Jharkhand,LATEHAR,2003-04,593.67
Jharkhand,LATEHAR,2004-05,677.38
Jharkhand,LATEHAR,2005-06,660.04
Jharkhand,LOHARDAGA,1999-00,356.95
Jharkhand,LOHARDAGA,2000-01,319.83
Jharkhand,LOHARDAGA,2001-02,360.43
Jharkhand,LOHARDAGA,2002-03,352.98
Jharkhand,LOHARDAGA,2003-04,373.28
Jharkhand,LOHARDAGA,2004-05,433.08
Jharkhand,LOHARDAGA,2005-06,426.06
Jharkhand,PAKUR,1999-00,1166.74
Jharkhand,PAKUR,2000-01,951.84
Jharkhand,PAKUR,2001-02,968.89
Jharkhand,PAKUR,2002-03,1086.09
Jharkhand,PAKUR,2003-04,1158.06
Jharkhand,PAKUR,2004-05,1329.4
Jharkhand,PAKUR,2005-06,1392.94
Jharkhand,PALAMU,1999-00,1837.45
Jharkhand,PALAMU,2000-01,1689.21
Jharkhand,PALAMU,2001-02,1873.18
Jharkhand,PALAMU,2002-03,1313.71
Jharkhand,PALAMU,2003-04,1426.64
Jharkhand,PALAMU,2004-05,1635.55
Jharkhand,PALAMU,2005-06,1645.17
Jharkhand,RANCHI,1999-00,3930.95
Jharkhand,RANCHI,2000-01,3730.97
Jharkhand,RANCHI,2001-02,4286.26
Jharkhand,RANCHI,2002-03,4106.81
Jharkhand,RANCHI,2003-04,4601.27
Jharkhand,RANCHI,2004-05,5183.67
Jharkhand,RANCHI,2005-06,5230.75
Jharkhand,SAHEBGANJ,1999-00,1381.08
Jharkhand,SAHEBGANJ,2000-01,1111.89
Jharkhand,SAHEBGANJ,2001-02,1119.66
Jharkhand,SAHEBGANJ,2002-03,1286.14
Jharkhand,SAHEBGANJ,2003-04,1388.23
Jharkhand,SAHEBGANJ,2004-05,1607.52
Jharkhand,SAHEBGANJ,2005-06,1709.55
Jharkhand,SARAYKELA KHARSAWA,2002-03,1095.15
Jharkhand,SARAYKELA KHARSAWA,2003-04,1225.4
Jharkhand,SARAYKELA KHARSAWA,2004-05,1410.21
Jharkhand,SARAYKELA KHARSAWA,2005-06,1460.54
Jharkhand,SIMDEGA,2002-03,548.25
Jharkhand,SIMDEGA,2003-04,552.12
Jharkhand,SIMDEGA,2004-05,630.35
Jharkhand,SIMDEGA,2005-06,599.63
Jharkhand,SINGHBHUM: EAST,1999-00,3370.58
Jharkhand,SINGHBHUM: EAST,2000-01,2920.88
Jharkhand,SINGHBHUM: EAST,2001-02,3033.1
Jharkhand,SINGHBHUM: EAST,2002-03,3293.64
Jharkhand,SINGHBHUM: EAST,2003-04,3577.17
Jharkhand,SINGHBHUM: EAST,2004-05,4171.27
Jharkhand,SINGHBHUM: EAST,2005-06,4423.44
Jharkhand,SINGHBHUM: WEST,1999-00,2831.92
Jharkhand,SINGHBHUM: WEST,2000-01,2495.18
Jharkhand,SINGHBHUM: WEST,2001-02,2707.14
Jharkhand,SINGHBHUM: WEST,2002-03,1677.19
Jharkhand,SINGHBHUM: WEST,2003-04,1807.81
Jharkhand,SINGHBHUM: WEST,2004-05,2077.67
Jharkhand,SINGHBHUM: WEST,2005-06,2090.67
Karnataka,BAGALKOTE,1999-00,2574.91
Karnataka,BAGALKOTE,2000-01,2845.02
Karnataka,BAGALKOTE,2001-02,2867.81
Karnataka,BAGALKOTE,2002-03,2813.99
Karnataka,BAGALKOTE,2003-04,2554.12
Karnataka,BAGALKOTE,2004-05,2729.18
Karnataka,BAGALKOTE,2005-06,3106.1
Karnataka,BAGALKOTE,2007-08,4945.0
Karnataka,BAGALKOTE,2008-09,5085.0
Karnataka,BAGALKOTE,2009-10,5030.0
Karnataka,BAGALKOTE,2010-11,5433.0
Karnataka,BANGALORE RURAL,1999-00,3262.57
Karnataka,BANGALORE RURAL,2000-01,5096.26
Karnataka,BANGALORE RURAL,2001-02,5042.31
Karnataka,BANGALORE RURAL,2002-03,4336.05
Karnataka,BANGALORE RURAL,2003-04,4592.0
Karnataka,BANGALORE RURAL,2004-05,4543.76
Karnataka,BANGALORE RURAL,2005-06,4951.29
Karnataka,BANGALORE RURAL,2007-08,4922.0
Karnataka,BANGALORE RURAL,2008-09,5048.0
Karnataka,BANGALORE RURAL,2009-10,6352.0
Karnataka,BANGALORE RURAL,2010-11,6906.0
Karnataka,BANGALORE URBAN,1999-00,21876.93
Karnataka,BANGALORE URBAN,2000-01,20490.12
Karnataka,BANGALORE URBAN,2001-02,25285.1
Karnataka,BANGALORE URBAN,2002-03,27768.66
Karnataka,BANGALORE URBAN,2003-04,28290.7
Karnataka,BANGALORE URBAN,2004-05,35236.66
Karnataka,BANGALORE URBAN,2005-06,37628.44
Karnataka,BANGALORE URBAN,2007-08,78223.0
Karnataka,BANGALORE URBAN,2008-09,81684.0
Karnataka,BANGALORE URBAN,2009-10,89261.0
Karnataka,BANGALORE URBAN,2010-11,87206.0
Karnataka,BELGAUM,1999-00,6968.35
Karnataka,BELGAUM,2000-01,7700.24
Karnataka,BELGAUM,2001-02,7092.07
Karnataka,BELGAUM,2002-03,7175.44
Karnataka,BELGAUM,2003-04,7139.48
Karnataka,BELGAUM,2004-05,7216.66
Karnataka,BELGAUM,2005-06,8012.78
Karnataka,BELGAUM,2007-08,12795.0
Karnataka,BELGAUM,2008-09,13158.0
Karnataka,BELGAUM,2009-10,14340.0
Karnataka,BELGAUM,2010-11,15476.0
Karnataka,BELLARY,1999-00,3517.42
Karnataka,BELLARY,2000-01,3837.59
Karnataka,BELLARY,2001-02,3839.33
Karnataka,BELLARY,2002-03,4351.53
Karnataka,BELLARY,2003-04,5722.39
Karnataka,BELLARY,2004-05,5579.26
Karnataka,BELLARY,2005-06,6359.42
Karnataka,BELLARY,2007-08,8732.0
Karnataka,BELLARY,2008-09,8951.0
Karnataka,BELLARY,2009-10,9054.0
Karnataka,BELLARY,2010-11,10602.0
Karnataka,BIDAR,1999-00,1873.37
Karnataka,BIDAR,2000-01,1712.1
Karnataka,BIDAR,2001-02,1843.38
Karnataka,BIDAR,2002-03,1935.83
Karnataka,BIDAR,2003-04,1964.22
Karnataka,BIDAR,2004-05,1941.41
Karnataka,BIDAR,2005-06,1957.71
Karnataka,BIDAR,2007-08,3129.0
Karnataka,BIDAR,2008-09,3245.0
Karnataka,BIDAR,2009-10,3237.0
Karnataka,BIDAR,2010-11,3855.0
Karnataka,BIJAPUR,1999-00,2706.97
Karnataka,BIJAPUR,2000-01,2469.33
Karnataka,BIJAPUR,2001-02,2510.05
Karnataka,BIJAPUR,2002-03,2645.68
Karnataka,BIJAPUR,2003-04,2501.62
Karnataka,BIJAPUR,2004-05,2536.06
Karnataka,BIJAPUR,2005-06,2721.94
Karnataka,BIJAPUR,2007-08,4519.0
Karnataka,BIJAPUR,2008-09,4655.0
Karnataka,BIJAPUR,2009-10,4666.0
Karnataka,BIJAPUR,2010-11,5620.0
Karnataka,CHAMARAJANAGAR,1999-00,1479.89
Karnataka,CHAMARAJANAGAR,2000-01,1688.01
Karnataka,CHAMARAJANAGAR,2001-02,1516.08
Karnataka,CHAMARAJANAGAR,2002-03,1561.38
Karnataka,CHAMARAJANAGAR,2003-04,1281.05
Karnataka,CHAMARAJANAGAR,2004-05,1381.57
Karnataka,CHAMARAJANAGAR,2005-06,1365.3
Karnataka,CHAMARAJANAGAR,2007-08,2495.0
Karnataka,CHAMARAJANAGAR,2008-09,2543.0
Karnataka,CHAMARAJANAGAR,2009-10,2589.0
Karnataka,CHAMARAJANAGAR,2010-11,2599.0
Karnataka,CHICKBALLAPUR,2007-08,3293.0
Karnataka,CHICKBALLAPUR,2008-09,3381.0
Karnataka,CHICKBALLAPUR,2009-10,3088.0
Karnataka,CHICKBALLAPUR,2010-11,3075.0
Karnataka,CHICKMAGALUR,1999-00,2491.37
Karnataka,CHICKMAGALUR,2000-01,2206.88
Karnataka,CHICKMAGALUR,2001-02,2325.13
Karnataka,CHICKMAGALUR,2002-03,2505.27
Karnataka,CHICKMAGALUR,2003-04,2357.35
Karnataka,CHICKMAGALUR,2004-05,2607.85
Karnataka,CHICKMAGALUR,2005-06,2872.13
Karnataka,CHICKMAGALUR,2007-08,3855.0
Karnataka,CHICKMAGALUR,2008-09,4005.0
Karnataka,CHICKMAGALUR,2009-10,4215.0
Karnataka,CHICKMAGALUR,2010-11,4726.0
Karnataka,CHITRADURGA,1999-00,2057.89
Karnataka,CHITRADURGA,2000-01,2403.49
Karnataka,CHITRADURGA,2001-02,2387.8
Karnataka,CHITRADURGA,2002-03,2459.82
Karnataka,CHITRADURGA,2003-04,2365.29
Karnataka,CHITRADURGA,2004-05,2417.64
Karnataka,CHITRADURGA,2005-06,2556.33
Karnataka,CHITRADURGA,2007-08,4050.0
Karnataka,CHITRADURGA,2008-09,4181.0
Karnataka,CHITRADURGA,2009-10,4719.0
Karnataka,CHITRADURGA,2010-11,4946.0
Karnataka,DAKSHINA KANNADA,1999-00,4861.86
Karnataka,DAKSHINA KANNADA,2000-01,5379.41
Karnataka,DAKSHINA KANNADA,2001-02,5871.02
Karnataka,DAKSHINA KANNADA,2002-03,6814.9
Karnataka,DAKSHINA KANNADA,2003-04,7771.58
Karnataka,DAKSHINA KANNADA,2004-05,7151.43
Karnataka,DAKSHINA KANNADA,2005-06,7192.95
Karnataka,DAKSHINA KANNADA,2007-08,10949.0
Karnataka,DAKSHINA KANNADA,2008-09,11471.0
Karnataka,DAKSHINA KANNADA,2009-10,13690.0
Karnataka,DAKSHINA KANNADA,2010-11,14036.0
Karnataka,DAVANGERE,1999-00,2692.72
Karnataka,DAVANGERE,2000-01,2837.79
Karnataka,DAVANGERE,2001-02,2733.65
Karnataka,DAVANGERE,2002-03,2691.95
Karnataka,DAVANGERE,2003-04,2906.89
Karnataka,DAVANGERE,2004-05,3586.22
Karnataka,DAVANGERE,2005-06,3772.75
Karnataka,DAVANGERE,2007-08,5673.0
Karnataka,DAVANGERE,2008-09,5881.0
Karnataka,DAVANGERE,2009-10,6117.0
Karnataka,DAVANGERE,2010-11,6421.0
Karnataka,DHARWAD,1999-00,3125.58
Karnataka,DHARWAD,2000-01,3280.97
Karnataka,DHARWAD,2001-02,3149.15
Karnataka,DHARWAD,2002-03,3664.47
Karnataka,DHARWAD,2003-04,3558.79
Karnataka,DHARWAD,2004-05,3417.47
Karnataka,DHARWAD,2005-06,4142.99
Karnataka,DHARWAD,2007-08,7355.0
Karnataka,DHARWAD,2008-09,7678.0
Karnataka,DHARWAD,2009-10,8868.0
Karnataka,DHARWAD,2010-11,9417.0
Karnataka,GADAG,1999-00,1350.41
Karnataka,GADAG,2000-01,1636.24
Karnataka,GADAG,2001-02,1526.41
Karnataka,GADAG,2002-03,1520.52
Karnataka,GADAG,2003-04,1493.56
Karnataka,GADAG,2004-05,1647.33
Karnataka,GADAG,2005-06,1835.64
Karnataka,GADAG,2007-08,2803.0
Karnataka,GADAG,2008-09,2933.0
Karnataka,GADAG,2009-10,2883.0
Karnataka,GADAG,2010-11,3066.0
Karnataka,GULBARGA,1999-00,4286.65
Karnataka,GULBARGA,2000-01,4347.56
Karnataka,GULBARGA,2001-02,4163.85
Karnataka,GULBARGA,2002-03,4358.52
Karnataka,GULBARGA,2003-04,4591.66
Karnataka,GULBARGA,2004-05,4899.33
Karnataka,GULBARGA,2005-06,5364.07
Karnataka,GULBARGA,2007-08,7444.0
Karnataka,GULBARGA,2008-09,7671.0
Karnataka,GULBARGA,2009-10,5382.0
Karnataka,GULBARGA,2010-11,6416.0
Karnataka,HASSAN,1999-00,2596.43
Karnataka,HASSAN,2000-01,2668.07
Karnataka,HASSAN,2001-02,2755.75
Karnataka,HASSAN,2002-03,2714.98
Karnataka,HASSAN,2003-04,3161.78
Karnataka,HASSAN,2004-05,2906.59
Karnataka,HASSAN,2005-06,3082.82
Karnataka,HASSAN,2007-08,4948.0
Karnataka,HASSAN,2008-09,5130.0
Karnataka,HASSAN,2009-10,5981.0
Karnataka,HASSAN,2010-11,6522.0
Karnataka,HAVERI,1999-00,2072.76
Karnataka,HAVERI,2000-01,2608.45
Karnataka,HAVERI,2001-02,1949.45
Karnataka,HAVERI,2002-03,1818.82
Karnataka,HAVERI,2003-04,1940.76
Karnataka,HAVERI,2004-05,2283.8
Karnataka,HAVERI,2005-06,2441.17
Karnataka,HAVERI,2007-08,3607.0
Karnataka,HAVERI,2008-09,3723.0
Karnataka,HAVERI,2009-10,3750.0
Karnataka,HAVERI,2010-11,3986.0
Karnataka,KODAGU,1999-00,1605.85
Karnataka,KODAGU,2000-01,1526.44
Karnataka,KODAGU,2001-02,1550.3
Karnataka,KODAGU,2002-03,1566.18
Karnataka,KODAGU,2003-04,1298.27
Karnataka,KODAGU,2004-05,1940.1
Karnataka,KODAGU,2005-06,2020.79
Karnataka,KODAGU,2007-08,2976.0
Karnataka,KODAGU,2008-09,3076.0
Karnataka,KODAGU,2009-10,3193.0
Karnataka,KODAGU,2010-11,3435.0
Karnataka,KOLAR,1999-00,3613.33
Karnataka,KOLAR,2000-01,3629.06
Karnataka,KOLAR,2001-02,3814.9
Karnataka,KOLAR,2002-03,3624.21
Karnataka,KOLAR,2003-04,3959.69
Karnataka,KOLAR,2004-05,4187.05
Karnataka,KOLAR,2005-06,4347.7
Karnataka,KOLAR,2007-08,5033.0
Karnataka,KOLAR,2008-09,5123.0
Karnataka,KOLAR,2009-10,5693.0
Karnataka,KOLAR,2010-11,5412.0
Karnataka,KOPPAL,1999-00,1639.93
Karnataka,KOPPAL,2000-01,1787.9
Karnataka,KOPPAL,2001-02,2056.07
Karnataka,KOPPAL,2002-03,2143.74
Karnataka,KOPPAL,2003-04,2449.14
Karnataka,KOPPAL,2004-05,2239.61
Karnataka,KOPPAL,2005-06,2705.33
Karnataka,KOPPAL,2007-08,3018.0
Karnataka,KOPPAL,2008-09,3083.0
Karnataka,KOPPAL,2009-10,3360.0
Karnataka,KOPPAL,2010-11,3993.0
Karnataka,MANDYA,1999-00,2463.43
Karnataka,MANDYA,2000-01,2720.09
Karnataka,MANDYA,2001-02,2701.25
Karnataka,MANDYA,2002-03,2675.83
Karnataka,MANDYA,2003-04,2793.16
Karnataka,MANDYA,2004-05,2784.1
Karnataka,MANDYA,2005-06,2805.03
Karnataka,MANDYA,2007-08,4607.0
Karnataka,MANDYA,2008-09,4708.0
Karnataka,MANDYA,2009-10,4481.0
Karnataka,MANDYA,2010-11,5173.0
Karnataka,MYSORE,1999-00,4782.99
Karnataka,MYSORE,2000-01,5683.37
Karnataka,MYSORE,2001-02,5383.35
Karnataka,MYSORE,2002-03,5630.74
Karnataka,MYSORE,2003-04,5594.83
Karnataka,MYSORE,2004-05,6056.31
Karnataka,MYSORE,2005-06,6339.59
Karnataka,MYSORE,2007-08,9402.0
Karnataka,MYSORE,2008-09,9698.0
Karnataka,MYSORE,2009-10,11286.0
Karnataka,MYSORE,2010-11,13257.0
Karnataka,RAICHUR,1999-00,2028.0
Karnataka,RAICHUR,2000-01,2119.92
Karnataka,RAICHUR,2001-02,1921.24
Karnataka,RAICHUR,2002-03,2010.67
Karnataka,RAICHUR,2003-04,2289.6
Karnataka,RAICHUR,2004-05,2337.96
Karnataka,RAICHUR,2005-06,2627.58
Karnataka,RAICHUR,2007-08,4045.0
Karnataka,RAICHUR,2008-09,4161.0
Karnataka,RAICHUR,2009-10,4069.0
Karnataka,RAICHUR,2010-11,4535.0
Karnataka,RAMNAGARA,2007-08,3962.0
Karnataka,RAMNAGARA,2008-09,4047.0
Karnataka,RAMNAGARA,2009-10,3651.0
Karnataka,RAMNAGARA,2010-11,5101.0
Karnataka,SHIMOGA,1999-00,3084.6
Karnataka,SHIMOGA,2000-01,3237.17
Karnataka,SHIMOGA,2001-02,3071.17
Karnataka,SHIMOGA,2002-03,3204.56
Karnataka,SHIMOGA,2003-04,3325.94
Karnataka,SHIMOGA,2004-05,3449.02
Karnataka,SHIMOGA,2005-06,3570.99
Karnataka,SHIMOGA,2007-08,6156.0
Karnataka,SHIMOGA,2008-09,6359.0
Karnataka,SHIMOGA,2009-10,6702.0
Karnataka,SHIMOGA,2010-11,6896.0
Karnataka,TUMKUR,1999-00,3588.97
Karnataka,TUMKUR,2000-01,4265.65
Karnataka,TUMKUR,2001-02,3767.37
Karnataka,TUMKUR,2002-03,3883.37
Karnataka,TUMKUR,2003-04,3826.69
Karnataka,TUMKUR,2004-05,4045.45
Karnataka,TUMKUR,2005-06,4325.28
Karnataka,TUMKUR,2007-08,7667.0
Karnataka,TUMKUR,2008-09,7857.0
Karnataka,TUMKUR,2009-10,8341.0
Karnataka,TUMKUR,2010-11,9353.0
Karnataka,UDUPI,1999-00,2244.65
Karnataka,UDUPI,2000-01,2641.89
Karnataka,UDUPI,2001-02,2645.78
Karnataka,UDUPI,2002-03,2791.71
Karnataka,UDUPI,2003-04,2933.25
Karnataka,UDUPI,2004-05,2785.81
Karnataka,UDUPI,2005-06,2877.62
Karnataka,UDUPI,2007-08,5443.0
Karnataka,UDUPI,2008-09,5708.0
Karnataka,UDUPI,2009-10,5953.0
Karnataka,UDUPI,2010-11,6533.0
Karnataka,UTTARA KANNADA,1999-00,2454.71
Karnataka,UTTARA KANNADA,2000-01,2384.4
Karnataka,UTTARA KANNADA,2001-02,2533.72
Karnataka,UTTARA KANNADA,2002-03,2336.09
Karnataka,UTTARA KANNADA,2003-04,2559.13
Karnataka,UTTARA KANNADA,2004-05,2588.39
Karnataka,UTTARA KANNADA,2005-06,2785.35
Karnataka,UTTARA KANNADA,2007-08,4438.0
Karnataka,UTTARA KANNADA,2008-09,4655.0
Karnataka,UTTARA KANNADA,2009-10,4630.0
Karnataka,UTTARA KANNADA,2010-11,5371.0
Karnataka,YADAGIRI,2009-10,2542.0
Karnataka,YADAGIRI,2010-11,2119.0
Kerala,ALAPPUZHA,1999-00,4533.9
Kerala,ALAPPUZHA,2000-01,4600.27
Kerala,ALAPPUZHA,2001-02,4893.73
Kerala,ALAPPUZHA,2002-03,5247.72
Kerala,ALAPPUZHA,2003-04,5510.77
Kerala,ALAPPUZHA,2004-05,5885.6
Kerala,ALAPPUZHA,2005-06,7363.030000000001
Kerala,ALAPPUZHA,2006-07,8159.415000000001
Kerala,ALAPPUZHA,2007-08,10004.34
Kerala,ALAPPUZHA,2008-09,10663.0
Kerala,ALAPPUZHA,2009-10,11811.41
Kerala,ALAPPUZHA,2010-11,12168.21
Kerala,ALAPPUZHA,2011-12,13194.07
Kerala,ALAPPUZHA,2012-13,14221.32
Kerala,ERNAKULAM,1999-00,9562.42
Kerala,ERNAKULAM,2000-01,9752.23
Kerala,ERNAKULAM,2001-02,10409.79
Kerala,ERNAKULAM,2002-03,11232.83
Kerala,ERNAKULAM,2003-04,12095.66
Kerala,ERNAKULAM,2004-05,13180.23
Kerala,ERNAKULAM,2005-06,16530.16
Kerala,ERNAKULAM,2006-07,18380.86
Kerala,ERNAKULAM,2007-08,22343.96
Kerala,ERNAKULAM,2008-09,24020.03
Kerala,ERNAKULAM,2009-10,25698.16
Kerala,ERNAKULAM,2010-11,27497.63
Kerala,ERNAKULAM,2011-12,29417.3
Kerala,ERNAKULAM,2012-13,32291.35
Kerala,IDUKKI,1999-00,2958.33
Kerala,IDUKKI,2000-01,3268.71
Kerala,IDUKKI,2001-02,3568.79
Kerala,IDUKKI,2002-03,3631.02
Kerala,IDUKKI,2003-04,3365.32
Kerala,IDUKKI,2004-05,3729.79
Kerala,IDUKKI,2005-06,4443.264999999999
Kerala,IDUKKI,2006-07,4694.75
Kerala,IDUKKI,2007-08,5213.22
Kerala,IDUKKI,2008-09,5619.25
Kerala,IDUKKI,2009-10,6338.56
Kerala,IDUKKI,2010-11,6726.98
Kerala,IDUKKI,2011-12,6925.68
Kerala,IDUKKI,2012-13,7443.63
Kerala,KANNUR,1999-00,4920.51
Kerala,KANNUR,2000-01,4873.59
Kerala,KANNUR,2001-02,5199.95
Kerala,KANNUR,2002-03,5585.6
Kerala,KANNUR,2003-04,6030.34
Kerala,KANNUR,2004-05,6850.22
Kerala,KANNUR,2005-06,8556.279999999999
Kerala,KANNUR,2006-07,9243.36
Kerala,KANNUR,2007-08,10989.0
Kerala,KANNUR,2008-09,11570.35
Kerala,KANNUR,2009-10,12643.4
Kerala,KANNUR,2010-11,13738.69
Kerala,KANNUR,2011-12,14941.64
Kerala,KANNUR,2012-13,16184.52
Kerala,KASARGODE,1999-00,2254.34
Kerala,KASARGODE,2000-01,2146.18
Kerala,KASARGODE,2001-02,2345.28
Kerala,KASARGODE,2002-03,2501.07
Kerala,KASARGODE,2003-04,2850.65
Kerala,KASARGODE,2004-05,3106.09
Kerala,KASARGODE,2005-06,3810.7200000000003
Kerala,KASARGODE,2006-07,4134.395
Kerala,KASARGODE,2007-08,5083.92
Kerala,KASARGODE,2008-09,5017.11
Kerala,KASARGODE,2009-10,5451.47
Kerala,KASARGODE,2010-11,5973.19
Kerala,KASARGODE,2011-12,6592.62
Kerala,KASARGODE,2012-13,7108.63
Kerala,KOLLAM,1999-00,5144.42
Kerala,KOLLAM,2000-01,5290.83
Kerala,KOLLAM,2001-02,5785.75
Kerala,KOLLAM,2002-03,6083.15
Kerala,KOLLAM,2003-04,6378.72
Kerala,KOLLAM,2004-05,6951.27
Kerala,KOLLAM,2005-06,8771.45
Kerala,KOLLAM,2006-07,9511.895
Kerala,KOLLAM,2007-08,11410.63
Kerala,KOLLAM,2008-09,12546.41
Kerala,KOLLAM,2009-10,13141.79
Kerala,KOLLAM,2010-11,14141.2
Kerala,KOLLAM,2011-12,15201.21
Kerala,KOLLAM,2012-13,16332.49
Kerala,KOTTAYAM,1999-00,4430.62
Kerala,KOTTAYAM,2000-01,4653.32
Kerala,KOTTAYAM,2001-02,4972.13
Kerala,KOTTAYAM,2002-03,5498.65
Kerala,KOTTAYAM,2003-04,5840.11
Kerala,KOTTAYAM,2004-05,6516.02
Kerala,KOTTAYAM,2005-06,8263.355
Kerala,KOTTAYAM,2006-07,8993.885
Kerala,KOTTAYAM,2007-08,10854.66
Kerala,KOTTAYAM,2008-09,11305.35
Kerala,KOTTAYAM,2009-10,12452.62
Kerala,KOTTAYAM,2010-11,13137.28
